Snapshot_Date,EmployeeID,Division,Season_Label,Monthly_Stress_Score,Workload_Volume, Column E AND f CAN CALCUALATE USING LLMS
01/10/2025,EMP1126,Digital,Normal Operations,3,57,
01/11/2025,EMP1126,Digital,11.11 Mega Sale,3.43,56,
01/12/2025,EMP1126,Digital,Year End Closing,4.16,48,
01/01/2025,EMP1127,Operations,CNY / Year End,3.79,55,
01/02/2025,EMP1127,Operations,CNY / Year End,3.99,59,
01/03/2025,EMP1127,Operations,Ramadan / Raya,4.14,51,
01/04/2025,EMP1127,Operations,Ramadan / Raya,3.08,51,
01/05/2025,EMP1127,Operations,Normal Operations,2.95,52,
01/06/2025,EMP1127,Operations,Normal Operations,3.64,51,
01/07/2025,EMP1127,Operations,Normal Operations,2.41,46,
01/08/2025,EMP1127,Operations,Normal Operations,3.33,57,
01/09/2025,EMP1127,Operations,Normal Operations,3.39,46,
01/10/2025,EMP1127,Operations,Normal Operations,3.26,55,
01/11/2025,EMP1127,Operations,11.11 Mega Sale,7.22,92,
01/12/2025,EMP1127,Operations,Year End Closing,3.55,53,
01/01/2025,EMP1128,HR,CNY / Year End,3.14,49,
01/02/2025,EMP1128,HR,CNY / Year End,3.58,51,
01/03/2025,EMP1128,HR,Ramadan / Raya,3.74,48,
01/04/2025,EMP1128,HR,Ramadan / Raya,3.66,46,
01/05/2025,EMP1128,HR,Normal Operations,3.26,55,
01/06/2025,EMP1128,HR,Normal Operations,3.18,46,
01/07/2025,EMP1128,HR,Normal Operations,2.75,46,
01/08/2025,EMP1128,HR,Normal Operations,2.38,46,
01/09/2025,EMP1128,HR,Normal Operations,2.6,52,
01/10/2025,EMP1128,HR,Normal Operations,3.07,49,
01/11/2025,EMP1128,HR,11.11 Mega Sale,3.52,66,
01/12/2025,EMP1128,HR,Year End Closing,3.44,46,
01/01/2025,EMP1129,Procurement,CNY / Year End,4.39,58,
01/02/2025,EMP1129,Procurement,CNY / Year End,4.68,57,
01/03/2025,EMP1129,Procurement,Ramadan / Raya,3.79,48,
01/04/2025,EMP1129,Procurement,Ramadan / Raya,3.88,56,
01/05/2025,EMP1129,Procurement,Normal Operations,3.08,58,
01/06/2025,EMP1129,Procurement,Normal Operations,3.52,47,
01/07/2025,EMP1129,Procurement,Normal Operations,3.05,47,
01/08/2025,EMP1129,Procurement,Normal Operations,3.3,47,
01/09/2025,EMP1129,Procurement,Normal Operations,2.76,54,
01/10/2025,EMP1129,Procurement,Normal Operations,2.17,55,
01/11/2025,EMP1129,Procurement,11.11 Mega Sale,3.87,65,
01/12/2025,EMP1129,Procurement,Year End Closing,2.87,54,
01/01/2025,EMP1130,Procurement,CNY / Year End,4.29,58,
01/02/2025,EMP1130,Procurement,CNY / Year End,4.3,50,
01/03/2025,EMP1130,Procurement,Ramadan / Raya,3.57,53,
01/04/2025,EMP1130,Procurement,Ramadan / Raya,3.15,58,
01/05/2025,EMP1130,Procurement,Normal Operations,2.62,59,
01/06/2025,EMP1130,Procurement,Normal Operations,2.74,48,
01/07/2025,EMP1130,Procurement,Normal Operations,3.1,47,
01/08/2025,EMP1130,Procurement,Normal Operations,3.68,50,
01/09/2025,EMP1130,Procurement,Normal Operations,3.23,46,
01/10/2025,EMP1130,Procurement,Normal Operations,3.12,49,
01/11/2025,EMP1130,Procurement,11.11 Mega Sale,3.84,67,
01/12/2025,EMP1130,Procurement,Year End Closing,3.93,48,
01/01/2025,EMP1131,Sales,CNY / Year End,4.21,56,
01/02/2025,EMP1131,Sales,CNY / Year End,3.18,48,
01/03/2025,EMP1131,Sales,Ramadan / Raya,3.08,54,
01/04/2025,EMP1131,Sales,Ramadan / Raya,2.46,55,
01/05/2025,EMP1131,Sales,Normal Operations,3.29,54,
01/06/2025,EMP1131,Sales,Normal Operations,3.3,58,
01/07/2025,EMP1131,Sales,Normal Operations,3.26,50,
01/08/2025,EMP1131,Sales,Normal Operations,3.68,51,
01/09/2025,EMP1131,Sales,Normal Operations,2.47,58,
01/10/2025,EMP1131,Sales,Normal Operations,2.96,52,
01/11/2025,EMP1131,Sales,11.11 Mega Sale,3.2,55,
01/12/2025,EMP1131,Sales,Year End Closing,4.3,53,
01/01/2025,EMP1132,HR,CNY / Year End,2.34,47,
01/02/2025,EMP1132,HR,CNY / Year End,3.96,54,
01/03/2025,EMP1132,HR,Ramadan / Raya,3.83,45,
01/04/2025,EMP1132,HR,Ramadan / Raya,3.65,55,
01/05/2025,EMP1132,HR,Normal Operations,2.99,58,
01/06/2025,EMP1132,HR,Normal Operations,2.4,52,
01/07/2025,EMP1132,HR,Normal Operations,2.33,53,
01/08/2025,EMP1132,HR,Normal Operations,2.52,50,
01/09/2025,EMP1132,HR,Normal Operations,2.82,50,
01/10/2025,EMP1132,HR,Normal Operations,3.63,49,
01/11/2025,EMP1132,HR,11.11 Mega Sale,4.62,60,
01/12/2025,EMP1132,HR,Year End Closing,4.29,51,
01/01/2025,EMP1133,Operations,CNY / Year End,3.6,54,
01/02/2025,EMP1133,Operations,CNY / Year End,3.88,55,
01/03/2025,EMP1133,Operations,Ramadan / Raya,3.9,57,
01/04/2025,EMP1133,Operations,Ramadan / Raya,4.02,49,
01/05/2025,EMP1133,Operations,Normal Operations,3.88,53,
01/06/2025,EMP1133,Operations,Normal Operations,3.17,46,
01/07/2025,EMP1133,Operations,Normal Operations,2.47,52,
01/08/2025,EMP1133,Operations,Normal Operations,3.51,47,
01/09/2025,EMP1133,Operations,Normal Operations,2.88,48,
01/10/2025,EMP1133,Operations,Normal Operations,3.66,56,
01/11/2025,EMP1133,Operations,11.11 Mega Sale,7.43,92,
01/12/2025,EMP1133,Operations,Year End Closing,3.64,48,
01/01/2025,EMP1134,HR,CNY / Year End,3.27,49,
01/02/2025,EMP1134,HR,CNY / Year End,4.01,56,
01/03/2025,EMP1134,HR,Ramadan / Raya,4.29,50,
01/04/2025,EMP1134,HR,Ramadan / Raya,4.32,55,
01/05/2025,EMP1134,HR,Normal Operations,1.92,45,
01/06/2025,EMP1134,HR,Normal Operations,3.25,50,
01/07/2025,EMP1134,HR,Normal Operations,2.79,59,
01/08/2025,EMP1134,HR,Normal Operations,2.99,58,
01/09/2025,EMP1134,HR,Normal Operations,2.74,45,
01/10/2025,EMP1134,HR,Normal Operations,3.81,51,
01/11/2025,EMP1134,HR,11.11 Mega Sale,4.28,69,
01/12/2025,EMP1134,HR,Year End Closing,4.1,45,
01/01/2025,EMP1135,Sales,CNY / Year End,3.38,50,
01/02/2025,EMP1135,Sales,CNY / Year End,3.82,58,
01/03/2025,EMP1135,Sales,Ramadan / Raya,4.38,52,
01/04/2025,EMP1135,Sales,Ramadan / Raya,2.78,46,
01/05/2025,EMP1135,Sales,Normal Operations,3.5,48,
01/06/2025,EMP1135,Sales,Normal Operations,2.89,58,
01/07/2025,EMP1135,Sales,Normal Operations,3.18,59,
01/08/2025,EMP1135,Sales,Normal Operations,3.35,52,
01/09/2025,EMP1135,Sales,Normal Operations,2.25,57,
01/10/2025,EMP1135,Sales,Normal Operations,3.05,51,
01/11/2025,EMP1135,Sales,11.11 Mega Sale,3.41,66,
01/12/2025,EMP1135,Sales,Year End Closing,4.71,52,
01/01/2025,EMP1136,Operations,CNY / Year End,4.07,58,
01/02/2025,EMP1136,Operations,CNY / Year End,3.12,49,
01/03/2025,EMP1136,Operations,Ramadan / Raya,2.86,49,
01/04/2025,EMP1136,Operations,Ramadan / Raya,3.06,46,
01/05/2025,EMP1136,Operations,Normal Operations,2.71,50,
01/06/2025,EMP1136,Operations,Normal Operations,2.26,56,
01/07/2025,EMP1136,Operations,Normal Operations,2.69,50,
01/08/2025,EMP1136,Operations,Normal Operations,2.72,56,
01/09/2025,EMP1136,Operations,Normal Operations,3.96,51,
01/10/2025,EMP1136,Operations,Normal Operations,3.58,52,
01/11/2025,EMP1136,Operations,11.11 Mega Sale,6.92,96,
01/12/2025,EMP1136,Operations,Year End Closing,3.95,59,
01/01/2025,EMP1137,Procurement,CNY / Year End,4.31,46,
01/02/2025,EMP1137,Procurement,CNY / Year End,3.55,49,
01/03/2025,EMP1137,Procurement,Ramadan / Raya,2.98,50,
01/04/2025,EMP1137,Procurement,Ramadan / Raya,4.27,51,
01/05/2025,EMP1137,Procurement,Normal Operations,3.45,53,
01/06/2025,EMP1137,Procurement,Normal Operations,2.75,47,
01/07/2025,EMP1137,Procurement,Normal Operations,2.83,56,
01/08/2025,EMP1137,Procurement,Normal Operations,3.69,56,
01/09/2025,EMP1137,Procurement,Normal Operations,2.76,53,
01/10/2025,EMP1137,Procurement,Normal Operations,2.81,51,
01/11/2025,EMP1137,Procurement,11.11 Mega Sale,3.84,56,
01/12/2025,EMP1137,Procurement,Year End Closing,4.35,45,
01/01/2025,EMP1138,HR,CNY / Year End,3.54,45,
01/02/2025,EMP1138,HR,CNY / Year End,3.14,56,
01/03/2025,EMP1138,HR,Ramadan / Raya,3.99,50,
01/04/2025,EMP1138,HR,Ramadan / Raya,3.74,53,
01/05/2025,EMP1138,HR,Normal Operations,2.79,59,
01/06/2025,EMP1138,HR,Normal Operations,3.14,46,
01/07/2025,EMP1138,HR,Normal Operations,2.87,54,
01/08/2025,EMP1138,HR,Normal Operations,3.66,53,
01/09/2025,EMP1138,HR,Normal Operations,2.58,49,
01/10/2025,EMP1138,HR,Normal Operations,3.06,57,
01/11/2025,EMP1138,HR,11.11 Mega Sale,3.66,57,
01/12/2025,EMP1138,HR,Year End Closing,4.09,54,
01/01/2025,EMP1139,Digital,CNY / Year End,3.19,56,
01/02/2025,EMP1139,Digital,CNY / Year End,3.18,55,
01/03/2025,EMP1139,Digital,Ramadan / Raya,2.28,56,
01/04/2025,EMP1139,Digital,Ramadan / Raya,3.88,59,
01/05/2025,EMP1139,Digital,Normal Operations,3.24,45,
01/06/2025,EMP1139,Digital,Normal Operations,2.87,46,
01/07/2025,EMP1139,Digital,Normal Operations,3.47,58,
01/08/2025,EMP1139,Digital,Normal Operations,2.3,48,
01/09/2025,EMP1139,Digital,Normal Operations,2.47,59,
01/10/2025,EMP1139,Digital,Normal Operations,2.59,46,
01/11/2025,EMP1139,Digital,11.11 Mega Sale,3.59,60,
01/12/2025,EMP1139,Digital,Year End Closing,4.99,50,
01/01/2025,EMP1140,Sales,CNY / Year End,3.6,53,
01/02/2025,EMP1140,Sales,CNY / Year End,4.33,51,
01/03/2025,EMP1140,Sales,Ramadan / Raya,4.22,47,
01/04/2025,EMP1140,Sales,Ramadan / Raya,4.62,57,
01/05/2025,EMP1140,Sales,Normal Operations,3.46,46,
01/06/2025,EMP1140,Sales,Normal Operations,3.07,55,
01/07/2025,EMP1140,Sales,Normal Operations,2.86,59,
01/08/2025,EMP1140,Sales,Normal Operations,3.13,48,
01/09/2025,EMP1140,Sales,Normal Operations,4.19,48,
01/10/2025,EMP1140,Sales,Normal Operations,2.53,54,
01/11/2025,EMP1140,Sales,11.11 Mega Sale,2.76,66,
01/12/2025,EMP1140,Sales,Year End Closing,5.19,46,
01/01/2025,EMP1141,Operations,CNY / Year End,3.4,47,
01/02/2025,EMP1141,Operations,CNY / Year End,2.92,51,
01/03/2025,EMP1141,Operations,Ramadan / Raya,3.74,55,
01/04/2025,EMP1141,Operations,Ramadan / Raya,3.52,58,
01/05/2025,EMP1141,Operations,Normal Operations,3.52,55,
01/06/2025,EMP1141,Operations,Normal Operations,3.68,46,
01/07/2025,EMP1141,Operations,Normal Operations,2.89,51,
01/08/2025,EMP1141,Operations,Normal Operations,3.48,56,
01/09/2025,EMP1141,Operations,Normal Operations,3.19,54,
01/10/2025,EMP1141,Operations,Normal Operations,3.35,54,
01/11/2025,EMP1141,Operations,11.11 Mega Sale,7,90,
01/12/2025,EMP1141,Operations,Year End Closing,4.33,59,
01/01/2025,EMP1142,Procurement,CNY / Year End,5.35,48,
01/02/2025,EMP1142,Procurement,CNY / Year End,4.15,53,
01/03/2025,EMP1142,Procurement,Ramadan / Raya,3.21,57,
01/04/2025,EMP1142,Procurement,Ramadan / Raya,2.82,53,
01/05/2025,EMP1142,Procurement,Normal Operations,2.12,58,
01/06/2025,EMP1142,Procurement,Normal Operations,3.25,57,
01/07/2025,EMP1142,Procurement,Normal Operations,3.86,49,
01/08/2025,EMP1142,Procurement,Normal Operations,2.41,48,
01/09/2025,EMP1142,Procurement,Normal Operations,3.44,59,
01/10/2025,EMP1142,Procurement,Normal Operations,2.82,49,
01/11/2025,EMP1142,Procurement,11.11 Mega Sale,4.51,69,
01/12/2025,EMP1142,Procurement,Year End Closing,4.55,50,
01/01/2025,EMP1143,Procurement,CNY / Year End,4,55,
01/02/2025,EMP1143,Procurement,CNY / Year End,4.26,57,
01/03/2025,EMP1143,Procurement,Ramadan / Raya,2.51,48,
01/04/2025,EMP1143,Procurement,Ramadan / Raya,3.2,47,
01/05/2025,EMP1143,Procurement,Normal Operations,3.34,49,
01/06/2025,EMP1143,Procurement,Normal Operations,2.99,50,
01/07/2025,EMP1143,Procurement,Normal Operations,3.79,50,
01/08/2025,EMP1143,Procurement,Normal Operations,3.23,54,
01/09/2025,EMP1143,Procurement,Normal Operations,3.38,46,
01/10/2025,EMP1143,Procurement,Normal Operations,3.02,48,
01/11/2025,EMP1143,Procurement,11.11 Mega Sale,2.92,57,
01/12/2025,EMP1143,Procurement,Year End Closing,3.98,58,
01/01/2025,EMP1144,Operations,CNY / Year End,3.89,50,
01/02/2025,EMP1144,Operations,CNY / Year End,3.8,57,
01/03/2025,EMP1144,Operations,Ramadan / Raya,3.12,45,
01/04/2025,EMP1144,Operations,Ramadan / Raya,3.77,55,
01/05/2025,EMP1144,Operations,Normal Operations,3.57,50,
01/06/2025,EMP1144,Operations,Normal Operations,2.64,46,
01/07/2025,EMP1144,Operations,Normal Operations,2.7,58,
01/08/2025,EMP1144,Operations,Normal Operations,3.06,52,
01/09/2025,EMP1144,Operations,Normal Operations,2.58,58,
01/10/2025,EMP1144,Operations,Normal Operations,3.5,50,
01/11/2025,EMP1144,Operations,11.11 Mega Sale,7.19,88,
01/12/2025,EMP1144,Operations,Year End Closing,3.41,58,
01/01/2025,EMP1145,Digital,CNY / Year End,3.82,53,
01/02/2025,EMP1145,Digital,CNY / Year End,3.86,59,
01/03/2025,EMP1145,Digital,Ramadan / Raya,3.7,51,
01/04/2025,EMP1145,Digital,Ramadan / Raya,3.37,57,
01/05/2025,EMP1145,Digital,Normal Operations,3.53,54,
01/06/2025,EMP1145,Digital,Normal Operations,2.91,50,
01/07/2025,EMP1145,Digital,Normal Operations,3.43,57,
01/08/2025,EMP1145,Digital,Normal Operations,3.22,50,
01/09/2025,EMP1145,Digital,Normal Operations,3,56,
01/10/2025,EMP1145,Digital,Normal Operations,3.14,56,
01/11/2025,EMP1145,Digital,11.11 Mega Sale,3.29,62,
01/12/2025,EMP1145,Digital,Year End Closing,3.91,50,
01/01/2025,EMP1146,Sales,CNY / Year End,3.84,53,
01/02/2025,EMP1146,Sales,CNY / Year End,3.41,49,
01/03/2025,EMP1146,Sales,Ramadan / Raya,2.77,53,
01/04/2025,EMP1146,Sales,Ramadan / Raya,3.66,51,
01/05/2025,EMP1146,Sales,Normal Operations,2.4,46,
01/06/2025,EMP1146,Sales,Normal Operations,1.99,57,
01/07/2025,EMP1146,Sales,Normal Operations,3.21,55,
01/08/2025,EMP1146,Sales,Normal Operations,3.15,56,
01/09/2025,EMP1146,Sales,Normal Operations,3.35,51,
01/10/2025,EMP1146,Sales,Normal Operations,3.3,51,
01/11/2025,EMP1146,Sales,11.11 Mega Sale,3.05,61,
01/12/2025,EMP1146,Sales,Year End Closing,4.97,45,
01/01/2025,EMP1147,Procurement,CNY / Year End,5.24,47,
01/02/2025,EMP1147,Procurement,CNY / Year End,4.04,51,
01/03/2025,EMP1147,Procurement,Ramadan / Raya,3.47,48,
01/04/2025,EMP1147,Procurement,Ramadan / Raya,2.78,58,
01/05/2025,EMP1147,Procurement,Normal Operations,3.24,50,
01/06/2025,EMP1147,Procurement,Normal Operations,2.43,49,
01/07/2025,EMP1147,Procurement,Normal Operations,2.44,57,
01/08/2025,EMP1147,Procurement,Normal Operations,2.52,56,
01/09/2025,EMP1147,Procurement,Normal Operations,2.89,52,
01/10/2025,EMP1147,Procurement,Normal Operations,3.16,46,
01/11/2025,EMP1147,Procurement,11.11 Mega Sale,4.04,55,
01/12/2025,EMP1147,Procurement,Year End Closing,3.64,53,
01/01/2025,EMP1148,Procurement,CNY / Year End,5.32,51,
01/02/2025,EMP1148,Procurement,CNY / Year End,4.39,56,
01/03/2025,EMP1148,Procurement,Ramadan / Raya,4.2,56,
01/04/2025,EMP1148,Procurement,Ramadan / Raya,3.3,49,
01/05/2025,EMP1148,Procurement,Normal Operations,2.99,53,
01/06/2025,EMP1148,Procurement,Normal Operations,3.97,45,
01/07/2025,EMP1148,Procurement,Normal Operations,2.77,46,
01/08/2025,EMP1148,Procurement,Normal Operations,3.07,58,
01/09/2025,EMP1148,Procurement,Normal Operations,3.88,59,
01/10/2025,EMP1148,Procurement,Normal Operations,3,46,
01/11/2025,EMP1148,Procurement,11.11 Mega Sale,3.42,67,
01/12/2025,EMP1148,Procurement,Year End Closing,3.5,57,
01/01/2025,EMP1149,HR,CNY / Year End,3.65,47,
01/02/2025,EMP1149,HR,CNY / Year End,3.13,47,
01/03/2025,EMP1149,HR,Ramadan / Raya,3.69,53,
01/04/2025,EMP1149,HR,Ramadan / Raya,4.19,51,
01/05/2025,EMP1149,HR,Normal Operations,3.06,56,
01/06/2025,EMP1149,HR,Normal Operations,3.04,57,
01/07/2025,EMP1149,HR,Normal Operations,1.96,55,
01/08/2025,EMP1149,HR,Normal Operations,2.94,57,
01/09/2025,EMP1149,HR,Normal Operations,2.62,55,
01/10/2025,EMP1149,HR,Normal Operations,2.84,52,
01/11/2025,EMP1149,HR,11.11 Mega Sale,2.86,56,
01/12/2025,EMP1149,HR,Year End Closing,4.21,50,
01/01/2025,EMP1150,Sales,CNY / Year End,3.02,45,
01/02/2025,EMP1150,Sales,CNY / Year End,3.2,47,
01/03/2025,EMP1150,Sales,Ramadan / Raya,2.99,47,
01/04/2025,EMP1150,Sales,Ramadan / Raya,2.37,58,
01/05/2025,EMP1150,Sales,Normal Operations,2.52,53,
01/06/2025,EMP1150,Sales,Normal Operations,2.35,52,
01/07/2025,EMP1150,Sales,Normal Operations,2.47,49,
01/08/2025,EMP1150,Sales,Normal Operations,3.47,59,
01/09/2025,EMP1150,Sales,Normal Operations,3.01,55,
01/10/2025,EMP1150,Sales,Normal Operations,2.96,51,
01/11/2025,EMP1150,Sales,11.11 Mega Sale,3.13,66,
01/12/2025,EMP1150,Sales,Year End Closing,5.23,48,
01/01/2025,EMP1151,Procurement,CNY / Year End,4.71,58,
01/02/2025,EMP1151,Procurement,CNY / Year End,4.36,53,
01/03/2025,EMP1151,Procurement,Ramadan / Raya,3.47,52,
01/04/2025,EMP1151,Procurement,Ramadan / Raya,3.18,58,
01/05/2025,EMP1151,Procurement,Normal Operations,3.23,47,
01/06/2025,EMP1151,Procurement,Normal Operations,3.75,52,
01/07/2025,EMP1151,Procurement,Normal Operations,3.26,51,
01/08/2025,EMP1151,Procurement,Normal Operations,3.02,53,
01/09/2025,EMP1151,Procurement,Normal Operations,2.66,51,
01/10/2025,EMP1151,Procurement,Normal Operations,2.58,55,
01/11/2025,EMP1151,Procurement,11.11 Mega Sale,4.32,60,
01/12/2025,EMP1151,Procurement,Year End Closing,3.45,57,
01/01/2025,EMP1152,HR,CNY / Year End,3.48,53,
01/02/2025,EMP1152,HR,CNY / Year End,3.68,46,
01/03/2025,EMP1152,HR,Ramadan / Raya,3.95,57,
01/04/2025,EMP1152,HR,Ramadan / Raya,3.56,45,
01/05/2025,EMP1152,HR,Normal Operations,3.2,56,
01/06/2025,EMP1152,HR,Normal Operations,2.99,51,
01/07/2025,EMP1152,HR,Normal Operations,2.62,56,
01/08/2025,EMP1152,HR,Normal Operations,2.92,45,
01/09/2025,EMP1152,HR,Normal Operations,3.5,45,
01/10/2025,EMP1152,HR,Normal Operations,2.63,48,
01/11/2025,EMP1152,HR,11.11 Mega Sale,4.16,68,
01/12/2025,EMP1152,HR,Year End Closing,3.49,54,
01/01/2025,EMP1153,Digital,CNY / Year End,3.21,52,
01/02/2025,EMP1153,Digital,CNY / Year End,3.74,54,
01/03/2025,EMP1153,Digital,Ramadan / Raya,3.07,49,
01/04/2025,EMP1153,Digital,Ramadan / Raya,4.19,51,
01/05/2025,EMP1153,Digital,Normal Operations,3.1,48,
01/06/2025,EMP1153,Digital,Normal Operations,3.36,51,
01/07/2025,EMP1153,Digital,Normal Operations,1.99,45,
01/08/2025,EMP1153,Digital,Normal Operations,3.27,58,
01/09/2025,EMP1153,Digital,Normal Operations,3.23,58,
01/10/2025,EMP1153,Digital,Normal Operations,2.15,52,
01/11/2025,EMP1153,Digital,11.11 Mega Sale,4,58,
01/12/2025,EMP1153,Digital,Year End Closing,2.95,49,
01/01/2025,EMP1154,Procurement,CNY / Year End,5.66,59,
01/02/2025,EMP1154,Procurement,CNY / Year End,4.91,54,
01/03/2025,EMP1154,Procurement,Ramadan / Raya,3.61,56,
01/04/2025,EMP1154,Procurement,Ramadan / Raya,3.76,54,
01/05/2025,EMP1154,Procurement,Normal Operations,2.81,58,
01/06/2025,EMP1154,Procurement,Normal Operations,2.89,45,
01/07/2025,EMP1154,Procurement,Normal Operations,2.9,58,
01/08/2025,EMP1154,Procurement,Normal Operations,2.14,50,
01/09/2025,EMP1154,Procurement,Normal Operations,2.81,47,
01/10/2025,EMP1154,Procurement,Normal Operations,3.52,47,
01/11/2025,EMP1154,Procurement,11.11 Mega Sale,3.81,62,
01/12/2025,EMP1154,Procurement,Year End Closing,4.24,50,
01/01/2025,EMP1155,Sales,CNY / Year End,3.11,59,
01/02/2025,EMP1155,Sales,CNY / Year End,3.48,49,
01/03/2025,EMP1155,Sales,Ramadan / Raya,3.4,53,
01/04/2025,EMP1155,Sales,Ramadan / Raya,3.77,49,
01/05/2025,EMP1155,Sales,Normal Operations,2.34,45,
01/06/2025,EMP1155,Sales,Normal Operations,2.65,50,
01/07/2025,EMP1155,Sales,Normal Operations,2.92,55,
01/08/2025,EMP1155,Sales,Normal Operations,3.17,49,
01/09/2025,EMP1155,Sales,Normal Operations,3.72,55,
01/10/2025,EMP1155,Sales,Normal Operations,3.35,48,
01/11/2025,EMP1155,Sales,11.11 Mega Sale,4.05,66,
01/12/2025,EMP1155,Sales,Year End Closing,5.76,45,
01/01/2025,EMP1156,Sales,CNY / Year End,4.22,53,
01/02/2025,EMP1156,Sales,CNY / Year End,3.01,52,
01/03/2025,EMP1156,Sales,Ramadan / Raya,3.33,46,
01/04/2025,EMP1156,Sales,Ramadan / Raya,4.03,45,
01/05/2025,EMP1156,Sales,Normal Operations,2.99,54,
01/06/2025,EMP1156,Sales,Normal Operations,2.47,48,
01/07/2025,EMP1156,Sales,Normal Operations,3.32,46,
01/08/2025,EMP1156,Sales,Normal Operations,3.67,46,
01/09/2025,EMP1156,Sales,Normal Operations,3.38,51,
01/10/2025,EMP1156,Sales,Normal Operations,2.77,50,
01/11/2025,EMP1156,Sales,11.11 Mega Sale,3.4,66,
01/12/2025,EMP1156,Sales,Year End Closing,5.18,54,
01/01/2025,EMP1157,HR,CNY / Year End,3.66,46,
01/02/2025,EMP1157,HR,CNY / Year End,5.04,55,
01/03/2025,EMP1157,HR,Ramadan / Raya,4.38,47,
01/04/2025,EMP1157,HR,Ramadan / Raya,3.35,58,
01/05/2025,EMP1157,HR,Normal Operations,3.36,54,
01/06/2025,EMP1157,HR,Normal Operations,2.7,52,
01/07/2025,EMP1157,HR,Normal Operations,2.88,49,
01/08/2025,EMP1157,HR,Normal Operations,3.01,46,
01/09/2025,EMP1157,HR,Normal Operations,3.61,51,
01/10/2025,EMP1157,HR,Normal Operations,3.18,50,
01/11/2025,EMP1157,HR,11.11 Mega Sale,4.33,68,
01/12/2025,EMP1157,HR,Year End Closing,3.96,50,
01/01/2025,EMP1158,Operations,CNY / Year End,4.02,50,
01/02/2025,EMP1158,Operations,CNY / Year End,3,45,
01/03/2025,EMP1158,Operations,Ramadan / Raya,2.99,51,
01/04/2025,EMP1158,Operations,Ramadan / Raya,3.43,45,
01/05/2025,EMP1158,Operations,Normal Operations,3.17,48,
01/06/2025,EMP1158,Operations,Normal Operations,3.7,48,
01/07/2025,EMP1158,Operations,Normal Operations,3.69,53,
01/08/2025,EMP1158,Operations,Normal Operations,2.79,52,
01/09/2025,EMP1158,Operations,Normal Operations,3.57,51,
01/10/2025,EMP1158,Operations,Normal Operations,3.58,58,
01/11/2025,EMP1158,Operations,11.11 Mega Sale,5.69,86,
01/12/2025,EMP1158,Operations,Year End Closing,3.23,52,
01/01/2025,EMP1159,Sales,CNY / Year End,4.05,52,
01/02/2025,EMP1159,Sales,CNY / Year End,3.18,46,
01/03/2025,EMP1159,Sales,Ramadan / Raya,3.99,45,
01/04/2025,EMP1159,Sales,Ramadan / Raya,3.79,56,
01/05/2025,EMP1159,Sales,Normal Operations,3.25,55,
01/06/2025,EMP1159,Sales,Normal Operations,3.57,45,
01/07/2025,EMP1159,Sales,Normal Operations,3.1,57,
01/08/2025,EMP1159,Sales,Normal Operations,3.58,55,
01/09/2025,EMP1159,Sales,Normal Operations,3.68,58,
01/10/2025,EMP1159,Sales,Normal Operations,2.33,49,
01/11/2025,EMP1159,Sales,11.11 Mega Sale,3.73,55,
01/12/2025,EMP1159,Sales,Year End Closing,4.38,47,
01/01/2025,EMP1160,Operations,CNY / Year End,3.84,56,
01/02/2025,EMP1160,Operations,CNY / Year End,2.86,50,
01/03/2025,EMP1160,Operations,Ramadan / Raya,3.38,47,
01/04/2025,EMP1160,Operations,Ramadan / Raya,4.06,51,
01/05/2025,EMP1160,Operations,Normal Operations,3.46,52,
01/06/2025,EMP1160,Operations,Normal Operations,2.2,48,
01/07/2025,EMP1160,Operations,Normal Operations,2.7,46,
01/08/2025,EMP1160,Operations,Normal Operations,2.84,47,
01/09/2025,EMP1160,Operations,Normal Operations,2.93,50,
01/10/2025,EMP1160,Operations,Normal Operations,2.15,50,
01/11/2025,EMP1160,Operations,11.11 Mega Sale,7.38,94,
01/12/2025,EMP1160,Operations,Year End Closing,3.84,57,
01/01/2025,EMP1161,HR,CNY / Year End,3.83,52,
01/02/2025,EMP1161,HR,CNY / Year End,4.14,49,
01/03/2025,EMP1161,HR,Ramadan / Raya,4.44,49,
01/04/2025,EMP1161,HR,Ramadan / Raya,4.23,55,
01/05/2025,EMP1161,HR,Normal Operations,3.45,48,
01/06/2025,EMP1161,HR,Normal Operations,3.02,46,
01/07/2025,EMP1161,HR,Normal Operations,3.24,47,
01/08/2025,EMP1161,HR,Normal Operations,3.51,55,
01/09/2025,EMP1161,HR,Normal Operations,2.57,52,
01/10/2025,EMP1161,HR,Normal Operations,2.82,50,
01/11/2025,EMP1161,HR,11.11 Mega Sale,3.17,66,
01/12/2025,EMP1161,HR,Year End Closing,3.98,46,
01/01/2025,EMP1162,Operations,CNY / Year End,3.68,55,
01/02/2025,EMP1162,Operations,CNY / Year End,3.51,58,
01/03/2025,EMP1162,Operations,Ramadan / Raya,3.84,53,
01/04/2025,EMP1162,Operations,Ramadan / Raya,3.6,50,
01/05/2025,EMP1162,Operations,Normal Operations,3.38,55,
01/06/2025,EMP1162,Operations,Normal Operations,2.33,58,
01/07/2025,EMP1162,Operations,Normal Operations,3.84,46,
01/08/2025,EMP1162,Operations,Normal Operations,2.93,56,
01/09/2025,EMP1162,Operations,Normal Operations,3.01,53,
01/10/2025,EMP1162,Operations,Normal Operations,2.17,55,
01/11/2025,EMP1162,Operations,11.11 Mega Sale,7.07,99,
01/12/2025,EMP1162,Operations,Year End Closing,4.19,50,
